class,type
8411,Home Health Agencies
8412,Home Health Agencies
8413,Home Health Agencies
8414,Home Health Agencies
8415,Home Health Agencies
8416,Home Health Agencies
8417,Home Health Agencies
8418,Home Health Agencies
8419,Home Health Agencies
8420,Home Health Agencies
8421,Home Health Agencies
8422,Home Health Agencies
8423,Home Health Agencies
8424,Home Health Agencies
8425,Home Health Agencies
8426,Home Health Agencies
8427,Home Health Agencies
8428,Home Health Agencies
8429,Home Health Agencies
8430,Home Health Agencies
8431,Home Health Agencies
8432,Home Health Agencies
8433,Home Health Agencies
8434,Home Health Agencies
8435,Home Health Agencies
8436,Home Health Agencies
8437,Home Health Agencies
8438,Home Health Agencies
8439,Home Health Agencies
8440,Home Health Agencies
8441,Home Health Agencies
8442,Home Health Agencies
8443,Home Health Agencies
8444,Home Health Agencies
8445,Home Health Agencies
8446,Home Health Agencies
8447,Home Health Agencies
8448,Home Health Agencies
8449,Home Health Agencies
8450,Home Health Agencies
8451,Home Health Agencies
8452,Home Health Agencies
8453,Home Health Agencies
8454,Home Health Agencies
8455,Home Health Agencies
8456,Home Health Agencies
8457,Home Health Agencies
8458,Home Health Agencies
8459,Home Health Agencies
8460,Home Health Agencies
8461,Home Health Agencies
8462,Home Health Agencies
8463,Home Health Agencies
8464,Home Health Agencies
8465,Home Health Agencies
8466,Home Health Agencies
8467,Home Health Agencies
8468,Home Health Agencies
8469,Home Health Agencies
8470,Home Health Agencies
8471,Home Health Agencies
8472,Home Health Agencies
8473,Home Health Agencies
8474,Home Health Agencies
8475,Home Health Agencies
8476,Home Health Agencies
8477,Home Health Agencies
8478,Home Health Agencies
8479,Home Health Agencies
8480,Home Health Agencies
8481,Home Health Agencies
8482,Home Health Agencies
8483,Home Health Agencies
8484,Home Health Agencies
8485,Home Health Agencies
8486,Home Health Agencies
8487,Home Health Agencies
8488,Home Health Agencies
8489,Home Health Agencies
8490,Home Health Agencies
8491,Home Health Agencies
8492,Home Health Agencies
8493,Home Health Agencies
8494,Home Health Agencies
8495,Home Health Agencies
8496,Home Health Agencies
8497,Home Health Agencies
8498,Home Health Agencies
8499,Home Health Agencies
3200,Comprehensive Outpatient Rehabilitation Facilities
3201,Comprehensive Outpatient Rehabilitation Facilities
3202,Comprehensive Outpatient Rehabilitation Facilities
3203,Comprehensive Outpatient Rehabilitation Facilities
3204,Comprehensive Outpatient Rehabilitation Facilities
3205,Comprehensive Outpatient Rehabilitation Facilities
3206,Comprehensive Outpatient Rehabilitation Facilities
3207,Comprehensive Outpatient Rehabilitation Facilities
3208,Comprehensive Outpatient Rehabilitation Facilities
3209,Comprehensive Outpatient Rehabilitation Facilities
3210,Comprehensive Outpatient Rehabilitation Facilities
3211,Comprehensive Outpatient Rehabilitation Facilities
3212,Comprehensive Outpatient Rehabilitation Facilities
3213,Comprehensive Outpatient Rehabilitation Facilities
3214,Comprehensive Outpatient Rehabilitation Facilities
3215,Comprehensive Outpatient Rehabilitation Facilities
3216,Comprehensive Outpatient Rehabilitation Facilities
3217,Comprehensive Outpatient Rehabilitation Facilities
3218,Comprehensive Outpatient Rehabilitation Facilities
3219,Comprehensive Outpatient Rehabilitation Facilities
3220,Comprehensive Outpatient Rehabilitation Facilities
3221,Comprehensive Outpatient Rehabilitation Facilities
3222,Comprehensive Outpatient Rehabilitation Facilities
3223,Comprehensive Outpatient Rehabilitation Facilities
3224,Comprehensive Outpatient Rehabilitation Facilities
3225,Comprehensive Outpatient Rehabilitation Facilities
3226,Comprehensive Outpatient Rehabilitation Facilities
3227,Comprehensive Outpatient Rehabilitation Facilities
3228,Comprehensive Outpatient Rehabilitation Facilities
3229,Comprehensive Outpatient Rehabilitation Facilities
3230,Comprehensive Outpatient Rehabilitation Facilities
3231,Comprehensive Outpatient Rehabilitation Facilities
3232,Comprehensive Outpatient Rehabilitation Facilities
3233,Comprehensive Outpatient Rehabilitation Facilities
3234,Comprehensive Outpatient Rehabilitation Facilities
3235,Comprehensive Outpatient Rehabilitation Facilities
3236,Comprehensive Outpatient Rehabilitation Facilities
3237,Comprehensive Outpatient Rehabilitation Facilities
3238,Comprehensive Outpatient Rehabilitation Facilities
3239,Comprehensive Outpatient Rehabilitation Facilities
3240,Comprehensive Outpatient Rehabilitation Facilities
3241,Comprehensive Outpatient Rehabilitation Facilities
3242,Comprehensive Outpatient Rehabilitation Facilities
3243,Comprehensive Outpatient Rehabilitation Facilities
3244,Comprehensive Outpatient Rehabilitation Facilities
3245,Comprehensive Outpatient Rehabilitation Facilities
3246,Comprehensive Outpatient Rehabilitation Facilities
3247,Comprehensive Outpatient Rehabilitation Facilities
3248,Comprehensive Outpatient Rehabilitation Facilities
3249,Comprehensive Outpatient Rehabilitation Facilities
3250,Comprehensive Outpatient Rehabilitation Facilities
3251,Comprehensive Outpatient Rehabilitation Facilities
3252,Comprehensive Outpatient Rehabilitation Facilities
3253,Comprehensive Outpatient Rehabilitation Facilities
3254,Comprehensive Outpatient Rehabilitation Facilities
3255,Comprehensive Outpatient Rehabilitation Facilities
3256,Comprehensive Outpatient Rehabilitation Facilities
3257,Comprehensive Outpatient Rehabilitation Facilities
3258,Comprehensive Outpatient Rehabilitation Facilities
3259,Comprehensive Outpatient Rehabilitation Facilities
3260,Comprehensive Outpatient Rehabilitation Facilities
3261,Comprehensive Outpatient Rehabilitation Facilities
3262,Comprehensive Outpatient Rehabilitation Facilities
3263,Comprehensive Outpatient Rehabilitation Facilities
3264,Comprehensive Outpatient Rehabilitation Facilities
3265,Comprehensive Outpatient Rehabilitation Facilities
3266,Comprehensive Outpatient Rehabilitation Facilities
3267,Comprehensive Outpatient Rehabilitation Facilities
3268,Comprehensive Outpatient Rehabilitation Facilities
3269,Comprehensive Outpatient Rehabilitation Facilities
3270,Comprehensive Outpatient Rehabilitation Facilities
3271,Comprehensive Outpatient Rehabilitation Facilities
3272,Comprehensive Outpatient Rehabilitation Facilities
3273,Comprehensive Outpatient Rehabilitation Facilities
3274,Comprehensive Outpatient Rehabilitation Facilities
3275,Comprehensive Outpatient Rehabilitation Facilities
3276,Comprehensive Outpatient Rehabilitation Facilities
3277,Comprehensive Outpatient Rehabilitation Facilities
3278,Comprehensive Outpatient Rehabilitation Facilities
3279,Comprehensive Outpatient Rehabilitation Facilities
3280,Comprehensive Outpatient Rehabilitation Facilities
3281,Comprehensive Outpatient Rehabilitation Facilities
3282,Comprehensive Outpatient Rehabilitation Facilities
3283,Comprehensive Outpatient Rehabilitation Facilities
3284,Comprehensive Outpatient Rehabilitation Facilities
3285,Comprehensive Outpatient Rehabilitation Facilities
3286,Comprehensive Outpatient Rehabilitation Facilities
3287,Comprehensive Outpatient Rehabilitation Facilities
3288,Comprehensive Outpatient Rehabilitation Facilities
3289,Comprehensive Outpatient Rehabilitation Facilities
3290,Comprehensive Outpatient Rehabilitation Facilities
3291,Comprehensive Outpatient Rehabilitation Facilities
3292,Comprehensive Outpatient Rehabilitation Facilities
3293,Comprehensive Outpatient Rehabilitation Facilities
3294,Comprehensive Outpatient Rehabilitation Facilities
3295,Comprehensive Outpatient Rehabilitation Facilities
3296,Comprehensive Outpatient Rehabilitation Facilities
3297,Comprehensive Outpatient Rehabilitation Facilities
3298,Comprehensive Outpatient Rehabilitation Facilities
3299,Comprehensive Outpatient Rehabilitation Facilities
4800,Comprehensive Outpatient Rehabilitation Facilities
4801,Comprehensive Outpatient Rehabilitation Facilities
4802,Comprehensive Outpatient Rehabilitation Facilities
4803,Comprehensive Outpatient Rehabilitation Facilities
4804,Comprehensive Outpatient Rehabilitation Facilities
4805,Comprehensive Outpatient Rehabilitation Facilities
4806,Comprehensive Outpatient Rehabilitation Facilities
4807,Comprehensive Outpatient Rehabilitation Facilities
4808,Comprehensive Outpatient Rehabilitation Facilities
4809,Comprehensive Outpatient Rehabilitation Facilities
4810,Comprehensive Outpatient Rehabilitation Facilities
4811,Comprehensive Outpatient Rehabilitation Facilities
4812,Comprehensive Outpatient Rehabilitation Facilities
4813,Comprehensive Outpatient Rehabilitation Facilities
4814,Comprehensive Outpatient Rehabilitation Facilities
4815,Comprehensive Outpatient Rehabilitation Facilities
4816,Comprehensive Outpatient Rehabilitation Facilities
4817,Comprehensive Outpatient Rehabilitation Facilities
4818,Comprehensive Outpatient Rehabilitation Facilities
4819,Comprehensive Outpatient Rehabilitation Facilities
4820,Comprehensive Outpatient Rehabilitation Facilities
4821,Comprehensive Outpatient Rehabilitation Facilities
4822,Comprehensive Outpatient Rehabilitation Facilities
4823,Comprehensive Outpatient Rehabilitation Facilities
4824,Comprehensive Outpatient Rehabilitation Facilities
4825,Comprehensive Outpatient Rehabilitation Facilities
4826,Comprehensive Outpatient Rehabilitation Facilities
4827,Comprehensive Outpatient Rehabilitation Facilities
4828,Comprehensive Outpatient Rehabilitation Facilities
4829,Comprehensive Outpatient Rehabilitation Facilities
4830,Comprehensive Outpatient Rehabilitation Facilities
4831,Comprehensive Outpatient Rehabilitation Facilities
4832,Comprehensive Outpatient Rehabilitation Facilities
4833,Comprehensive Outpatient Rehabilitation Facilities
4834,Comprehensive Outpatient Rehabilitation Facilities
4835,Comprehensive Outpatient Rehabilitation Facilities
4836,Comprehensive Outpatient Rehabilitation Facilities
4837,Comprehensive Outpatient Rehabilitation Facilities
4838,Comprehensive Outpatient Rehabilitation Facilities
4839,Comprehensive Outpatient Rehabilitation Facilities
4840,Comprehensive Outpatient Rehabilitation Facilities
4841,Comprehensive Outpatient Rehabilitation Facilities
4842,Comprehensive Outpatient Rehabilitation Facilities
4843,Comprehensive Outpatient Rehabilitation Facilities
4844,Comprehensive Outpatient Rehabilitation Facilities
4845,Comprehensive Outpatient Rehabilitation Facilities
4846,Comprehensive Outpatient Rehabilitation Facilities
4847,Comprehensive Outpatient Rehabilitation Facilities
4848,Comprehensive Outpatient Rehabilitation Facilities
4849,Comprehensive Outpatient Rehabilitation Facilities
4850,Comprehensive Outpatient Rehabilitation Facilities
4851,Comprehensive Outpatient Rehabilitation Facilities
4852,Comprehensive Outpatient Rehabilitation Facilities
4853,Comprehensive Outpatient Rehabilitation Facilities
4854,Comprehensive Outpatient Rehabilitation Facilities
4855,Comprehensive Outpatient Rehabilitation Facilities
4856,Comprehensive Outpatient Rehabilitation Facilities
4857,Comprehensive Outpatient Rehabilitation Facilities
4858,Comprehensive Outpatient Rehabilitation Facilities
4859,Comprehensive Outpatient Rehabilitation Facilities
4860,Comprehensive Outpatient Rehabilitation Facilities
4861,Comprehensive Outpatient Rehabilitation Facilities
4862,Comprehensive Outpatient Rehabilitation Facilities
4863,Comprehensive Outpatient Rehabilitation Facilities
4864,Comprehensive Outpatient Rehabilitation Facilities
4865,Comprehensive Outpatient Rehabilitation Facilities
4866,Comprehensive Outpatient Rehabilitation Facilities
4867,Comprehensive Outpatient Rehabilitation Facilities
4868,Comprehensive Outpatient Rehabilitation Facilities
4869,Comprehensive Outpatient Rehabilitation Facilities
4870,Comprehensive Outpatient Rehabilitation Facilities
4871,Comprehensive Outpatient Rehabilitation Facilities
4872,Comprehensive Outpatient Rehabilitation Facilities
4873,Comprehensive Outpatient Rehabilitation Facilities
4874,Comprehensive Outpatient Rehabilitation Facilities
4875,Comprehensive Outpatient Rehabilitation Facilities
4876,Comprehensive Outpatient Rehabilitation Facilities
4877,Comprehensive Outpatient Rehabilitation Facilities
4878,Comprehensive Outpatient Rehabilitation Facilities
4879,Comprehensive Outpatient Rehabilitation Facilities
4880,Comprehensive Outpatient Rehabilitation Facilities
4881,Comprehensive Outpatient Rehabilitation Facilities
4882,Comprehensive Outpatient Rehabilitation Facilities
4883,Comprehensive Outpatient Rehabilitation Facilities
4884,Comprehensive Outpatient Rehabilitation Facilities
4885,Comprehensive Outpatient Rehabilitation Facilities
4886,Comprehensive Outpatient Rehabilitation Facilities
4887,Comprehensive Outpatient Rehabilitation Facilities
4888,Comprehensive Outpatient Rehabilitation Facilities
4889,Comprehensive Outpatient Rehabilitation Facilities
4890,Comprehensive Outpatient Rehabilitation Facilities
4891,Comprehensive Outpatient Rehabilitation Facilities
4892,Comprehensive Outpatient Rehabilitation Facilities
4893,Comprehensive Outpatient Rehabilitation Facilities
4894,Comprehensive Outpatient Rehabilitation Facilities
4895,Comprehensive Outpatient Rehabilitation Facilities
4896,Comprehensive Outpatient Rehabilitation Facilities
4897,Comprehensive Outpatient Rehabilitation Facilities
4898,Comprehensive Outpatient Rehabilitation Facilities
4899,Comprehensive Outpatient Rehabilitation Facilities
4500,Comprehensive Outpatient Rehabilitation Facilities
4501,Comprehensive Outpatient Rehabilitation Facilities
4502,Comprehensive Outpatient Rehabilitation Facilities
4503,Comprehensive Outpatient Rehabilitation Facilities
4504,Comprehensive Outpatient Rehabilitation Facilities
4505,Comprehensive Outpatient Rehabilitation Facilities
4506,Comprehensive Outpatient Rehabilitation Facilities
4507,Comprehensive Outpatient Rehabilitation Facilities
4508,Comprehensive Outpatient Rehabilitation Facilities
4509,Comprehensive Outpatient Rehabilitation Facilities
4510,Comprehensive Outpatient Rehabilitation Facilities
4511,Comprehensive Outpatient Rehabilitation Facilities
4512,Comprehensive Outpatient Rehabilitation Facilities
4513,Comprehensive Outpatient Rehabilitation Facilities
4514,Comprehensive Outpatient Rehabilitation Facilities
4515,Comprehensive Outpatient Rehabilitation Facilities
4516,Comprehensive Outpatient Rehabilitation Facilities
4517,Comprehensive Outpatient Rehabilitation Facilities
4518,Comprehensive Outpatient Rehabilitation Facilities
4519,Comprehensive Outpatient Rehabilitation Facilities
4520,Comprehensive Outpatient Rehabilitation Facilities
4521,Comprehensive Outpatient Rehabilitation Facilities
4522,Comprehensive Outpatient Rehabilitation Facilities
4523,Comprehensive Outpatient Rehabilitation Facilities
4524,Comprehensive Outpatient Rehabilitation Facilities
4525,Comprehensive Outpatient Rehabilitation Facilities
4526,Comprehensive Outpatient Rehabilitation Facilities
4527,Comprehensive Outpatient Rehabilitation Facilities
4528,Comprehensive Outpatient Rehabilitation Facilities
4529,Comprehensive Outpatient Rehabilitation Facilities
4530,Comprehensive Outpatient Rehabilitation Facilities
4531,Comprehensive Outpatient Rehabilitation Facilities
4532,Comprehensive Outpatient Rehabilitation Facilities
4533,Comprehensive Outpatient Rehabilitation Facilities
4534,Comprehensive Outpatient Rehabilitation Facilities
4535,Comprehensive Outpatient Rehabilitation Facilities
4536,Comprehensive Outpatient Rehabilitation Facilities
4537,Comprehensive Outpatient Rehabilitation Facilities
4538,Comprehensive Outpatient Rehabilitation Facilities
4539,Comprehensive Outpatient Rehabilitation Facilities
4540,Comprehensive Outpatient Rehabilitation Facilities
4541,Comprehensive Outpatient Rehabilitation Facilities
4542,Comprehensive Outpatient Rehabilitation Facilities
4543,Comprehensive Outpatient Rehabilitation Facilities
4544,Comprehensive Outpatient Rehabilitation Facilities
4545,Comprehensive Outpatient Rehabilitation Facilities
4546,Comprehensive Outpatient Rehabilitation Facilities
4547,Comprehensive Outpatient Rehabilitation Facilities
4548,Comprehensive Outpatient Rehabilitation Facilities
4549,Comprehensive Outpatient Rehabilitation Facilities
4550,Comprehensive Outpatient Rehabilitation Facilities
4551,Comprehensive Outpatient Rehabilitation Facilities
4552,Comprehensive Outpatient Rehabilitation Facilities
4553,Comprehensive Outpatient Rehabilitation Facilities
4554,Comprehensive Outpatient Rehabilitation Facilities
4555,Comprehensive Outpatient Rehabilitation Facilities
4556,Comprehensive Outpatient Rehabilitation Facilities
4557,Comprehensive Outpatient Rehabilitation Facilities
4558,Comprehensive Outpatient Rehabilitation Facilities
4559,Comprehensive Outpatient Rehabilitation Facilities
4560,Comprehensive Outpatient Rehabilitation Facilities
4561,Comprehensive Outpatient Rehabilitation Facilities
4562,Comprehensive Outpatient Rehabilitation Facilities
4563,Comprehensive Outpatient Rehabilitation Facilities
4564,Comprehensive Outpatient Rehabilitation Facilities
4565,Comprehensive Outpatient Rehabilitation Facilities
4566,Comprehensive Outpatient Rehabilitation Facilities
4567,Comprehensive Outpatient Rehabilitation Facilities
4568,Comprehensive Outpatient Rehabilitation Facilities
4569,Comprehensive Outpatient Rehabilitation Facilities
4570,Comprehensive Outpatient Rehabilitation Facilities
4571,Comprehensive Outpatient Rehabilitation Facilities
4572,Comprehensive Outpatient Rehabilitation Facilities
4573,Comprehensive Outpatient Rehabilitation Facilities
4574,Comprehensive Outpatient Rehabilitation Facilities
4575,Comprehensive Outpatient Rehabilitation Facilities
4576,Comprehensive Outpatient Rehabilitation Facilities
4577,Comprehensive Outpatient Rehabilitation Facilities
4578,Comprehensive Outpatient Rehabilitation Facilities
4579,Comprehensive Outpatient Rehabilitation Facilities
4580,Comprehensive Outpatient Rehabilitation Facilities
4581,Comprehensive Outpatient Rehabilitation Facilities
4582,Comprehensive Outpatient Rehabilitation Facilities
4583,Comprehensive Outpatient Rehabilitation Facilities
4584,Comprehensive Outpatient Rehabilitation Facilities
4585,Comprehensive Outpatient Rehabilitation Facilities
4586,Comprehensive Outpatient Rehabilitation Facilities
4587,Comprehensive Outpatient Rehabilitation Facilities
4588,Comprehensive Outpatient Rehabilitation Facilities
4589,Comprehensive Outpatient Rehabilitation Facilities
4590,Comprehensive Outpatient Rehabilitation Facilities
4591,Comprehensive Outpatient Rehabilitation Facilities
4592,Comprehensive Outpatient Rehabilitation Facilities
4593,Comprehensive Outpatient Rehabilitation Facilities
4594,Comprehensive Outpatient Rehabilitation Facilities
4595,Comprehensive Outpatient Rehabilitation Facilities
4596,Comprehensive Outpatient Rehabilitation Facilities
4597,Comprehensive Outpatient Rehabilitation Facilities
4598,Comprehensive Outpatient Rehabilitation Facilities
4599,Comprehensive Outpatient Rehabilitation Facilities
3300,Children's Hospitals (Excluded from PPS)
3301,Children's Hospitals (Excluded from PPS)
3302,Children's Hospitals (Excluded from PPS)
3303,Children's Hospitals (Excluded from PPS)
3304,Children's Hospitals (Excluded from PPS)
3305,Children's Hospitals (Excluded from PPS)
3306,Children's Hospitals (Excluded from PPS)
3307,Children's Hospitals (Excluded from PPS)
3308,Children's Hospitals (Excluded from PPS)
3309,Children's Hospitals (Excluded from PPS)
3310,Children's Hospitals (Excluded from PPS)
3311,Children's Hospitals (Excluded from PPS)
3312,Children's Hospitals (Excluded from PPS)
3313,Children's Hospitals (Excluded from PPS)
3314,Children's Hospitals (Excluded from PPS)
3315,Children's Hospitals (Excluded from PPS)
3316,Children's Hospitals (Excluded from PPS)
3317,Children's Hospitals (Excluded from PPS)
3318,Children's Hospitals (Excluded from PPS)
3319,Children's Hospitals (Excluded from PPS)
3320,Children's Hospitals (Excluded from PPS)
3321,Children's Hospitals (Excluded from PPS)
3322,Children's Hospitals (Excluded from PPS)
3323,Children's Hospitals (Excluded from PPS)
3324,Children's Hospitals (Excluded from PPS)
3325,Children's Hospitals (Excluded from PPS)
3326,Children's Hospitals (Excluded from PPS)
3327,Children's Hospitals (Excluded from PPS)
3328,Children's Hospitals (Excluded from PPS)
3329,Children's Hospitals (Excluded from PPS)
3330,Children's Hospitals (Excluded from PPS)
3331,Children's Hospitals (Excluded from PPS)
3332,Children's Hospitals (Excluded from PPS)
3333,Children's Hospitals (Excluded from PPS)
3334,Children's Hospitals (Excluded from PPS)
3335,Children's Hospitals (Excluded from PPS)
3336,Children's Hospitals (Excluded from PPS)
3337,Children's Hospitals (Excluded from PPS)
3338,Children's Hospitals (Excluded from PPS)
3339,Children's Hospitals (Excluded from PPS)
3340,Children's Hospitals (Excluded from PPS)
3341,Children's Hospitals (Excluded from PPS)
3342,Children's Hospitals (Excluded from PPS)
3343,Children's Hospitals (Excluded from PPS)
3344,Children's Hospitals (Excluded from PPS)
3345,Children's Hospitals (Excluded from PPS)
3346,Children's Hospitals (Excluded from PPS)
3347,Children's Hospitals (Excluded from PPS)
3348,Children's Hospitals (Excluded from PPS)
3349,Children's Hospitals (Excluded from PPS)
3350,Children's Hospitals (Excluded from PPS)
3351,Children's Hospitals (Excluded from PPS)
3352,Children's Hospitals (Excluded from PPS)
3353,Children's Hospitals (Excluded from PPS)
3354,Children's Hospitals (Excluded from PPS)
3355,Children's Hospitals (Excluded from PPS)
3356,Children's Hospitals (Excluded from PPS)
3357,Children's Hospitals (Excluded from PPS)
3358,Children's Hospitals (Excluded from PPS)
3359,Children's Hospitals (Excluded from PPS)
3360,Children's Hospitals (Excluded from PPS)
3361,Children's Hospitals (Excluded from PPS)
3362,Children's Hospitals (Excluded from PPS)
3363,Children's Hospitals (Excluded from PPS)
3364,Children's Hospitals (Excluded from PPS)
3365,Children's Hospitals (Excluded from PPS)
3366,Children's Hospitals (Excluded from PPS)
3367,Children's Hospitals (Excluded from PPS)
3368,Children's Hospitals (Excluded from PPS)
3369,Children's Hospitals (Excluded from PPS)
3370,Children's Hospitals (Excluded from PPS)
3371,Children's Hospitals (Excluded from PPS)
3372,Children's Hospitals (Excluded from PPS)
3373,Children's Hospitals (Excluded from PPS)
3374,Children's Hospitals (Excluded from PPS)
3375,Children's Hospitals (Excluded from PPS)
3376,Children's Hospitals (Excluded from PPS)
3377,Children's Hospitals (Excluded from PPS)
3378,Children's Hospitals (Excluded from PPS)
3379,Children's Hospitals (Excluded from PPS)
3380,Children's Hospitals (Excluded from PPS)
3381,Children's Hospitals (Excluded from PPS)
3382,Children's Hospitals (Excluded from PPS)
3383,Children's Hospitals (Excluded from PPS)
3384,Children's Hospitals (Excluded from PPS)
3385,Children's Hospitals (Excluded from PPS)
3386,Children's Hospitals (Excluded from PPS)
3387,Children's Hospitals (Excluded from PPS)
3388,Children's Hospitals (Excluded from PPS)
3389,Children's Hospitals (Excluded from PPS)
3390,Children's Hospitals (Excluded from PPS)
3391,Children's Hospitals (Excluded from PPS)
3392,Children's Hospitals (Excluded from PPS)
3393,Children's Hospitals (Excluded from PPS)
3394,Children's Hospitals (Excluded from PPS)
3395,Children's Hospitals (Excluded from PPS)
3396,Children's Hospitals (Excluded from PPS)
3397,Children's Hospitals (Excluded from PPS)
3398,Children's Hospitals (Excluded from PPS)
3399,Children's Hospitals (Excluded from PPS)
3400,Rural Health Clinics
3401,Rural Health Clinics
3402,Rural Health Clinics
3403,Rural Health Clinics
3404,Rural Health Clinics
3405,Rural Health Clinics
3406,Rural Health Clinics
3407,Rural Health Clinics
3408,Rural Health Clinics
3409,Rural Health Clinics
3410,Rural Health Clinics
3411,Rural Health Clinics
3412,Rural Health Clinics
3413,Rural Health Clinics
3414,Rural Health Clinics
3415,Rural Health Clinics
3416,Rural Health Clinics
3417,Rural Health Clinics
3418,Rural Health Clinics
3419,Rural Health Clinics
3420,Rural Health Clinics
3421,Rural Health Clinics
3422,Rural Health Clinics
3423,Rural Health Clinics
3424,Rural Health Clinics
3425,Rural Health Clinics
3426,Rural Health Clinics
3427,Rural Health Clinics
3428,Rural Health Clinics
3429,Rural Health Clinics
3430,Rural Health Clinics
3431,Rural Health Clinics
3432,Rural Health Clinics
3433,Rural Health Clinics
3434,Rural Health Clinics
3435,Rural Health Clinics
3436,Rural Health Clinics
3437,Rural Health Clinics
3438,Rural Health Clinics
3439,Rural Health Clinics
3440,Rural Health Clinics
3441,Rural Health Clinics
3442,Rural Health Clinics
3443,Rural Health Clinics
3444,Rural Health Clinics
3445,Rural Health Clinics
3446,Rural Health Clinics
3447,Rural Health Clinics
3448,Rural Health Clinics
3449,Rural Health Clinics
3450,Rural Health Clinics
3451,Rural Health Clinics
3452,Rural Health Clinics
3453,Rural Health Clinics
3454,Rural Health Clinics
3455,Rural Health Clinics
3456,Rural Health Clinics
3457,Rural Health Clinics
3458,Rural Health Clinics
3459,Rural Health Clinics
3460,Rural Health Clinics
3461,Rural Health Clinics
3462,Rural Health Clinics
3463,Rural Health Clinics
3464,Rural Health Clinics
3465,Rural Health Clinics
3466,Rural Health Clinics
3467,Rural Health Clinics
3468,Rural Health Clinics
3469,Rural Health Clinics
3470,Rural Health Clinics
3471,Rural Health Clinics
3472,Rural Health Clinics
3473,Rural Health Clinics
3474,Rural Health Clinics
3475,Rural Health Clinics
3476,Rural Health Clinics
3477,Rural Health Clinics
3478,Rural Health Clinics
3479,Rural Health Clinics
3480,Rural Health Clinics
3481,Rural Health Clinics
3482,Rural Health Clinics
3483,Rural Health Clinics
3484,Rural Health Clinics
3485,Rural Health Clinics
3486,Rural Health Clinics
3487,Rural Health Clinics
3488,Rural Health Clinics
3489,Rural Health Clinics
3490,Rural Health Clinics
3491,Rural Health Clinics
3492,Rural Health Clinics
3493,Rural Health Clinics
3494,Rural Health Clinics
3495,Rural Health Clinics
3496,Rural Health Clinics
3497,Rural Health Clinics
3498,Rural Health Clinics
3499,Rural Health Clinics
3975,Rural Health Clinics
3976,Rural Health Clinics
3977,Rural Health Clinics
3978,Rural Health Clinics
3979,Rural Health Clinics
3980,Rural Health Clinics
3981,Rural Health Clinics
3982,Rural Health Clinics
3983,Rural Health Clinics
3984,Rural Health Clinics
3985,Rural Health Clinics
3986,Rural Health Clinics
3987,Rural Health Clinics
3988,Rural Health Clinics
3989,Rural Health Clinics
3990,Rural Health Clinics
3991,Rural Health Clinics
3992,Rural Health Clinics
3993,Rural Health Clinics
3994,Rural Health Clinics
3995,Rural Health Clinics
3996,Rural Health Clinics
3997,Rural Health Clinics
3998,Rural Health Clinics
3999,Rural Health Clinics
8500,Rural Health Clinics
8501,Rural Health Clinics
8502,Rural Health Clinics
8503,Rural Health Clinics
8504,Rural Health Clinics
8505,Rural Health Clinics
8506,Rural Health Clinics
8507,Rural Health Clinics
8508,Rural Health Clinics
8509,Rural Health Clinics
8510,Rural Health Clinics
8511,Rural Health Clinics
8512,Rural Health Clinics
8513,Rural Health Clinics
8514,Rural Health Clinics
8515,Rural Health Clinics
8516,Rural Health Clinics
8517,Rural Health Clinics
8518,Rural Health Clinics
8519,Rural Health Clinics
8520,Rural Health Clinics
8521,Rural Health Clinics
8522,Rural Health Clinics
8523,Rural Health Clinics
8524,Rural Health Clinics
8525,Rural Health Clinics
8526,Rural Health Clinics
8527,Rural Health Clinics
8528,Rural Health Clinics
8529,Rural Health Clinics
8530,Rural Health Clinics
8531,Rural Health Clinics
8532,Rural Health Clinics
8533,Rural Health Clinics
8534,Rural Health Clinics
8535,Rural Health Clinics
8536,Rural Health Clinics
8537,Rural Health Clinics
8538,Rural Health Clinics
8539,Rural Health Clinics
8540,Rural Health Clinics
8541,Rural Health Clinics
8542,Rural Health Clinics
8543,Rural Health Clinics
8544,Rural Health Clinics
8545,Rural Health Clinics
8546,Rural Health Clinics
8547,Rural Health Clinics
8548,Rural Health Clinics
8549,Rural Health Clinics
8550,Rural Health Clinics
8551,Rural Health Clinics
8552,Rural Health Clinics
8553,Rural Health Clinics
8554,Rural Health Clinics
8555,Rural Health Clinics
8556,Rural Health Clinics
8557,Rural Health Clinics
8558,Rural Health Clinics
8559,Rural Health Clinics
8560,Rural Health Clinics
8561,Rural Health Clinics
8562,Rural Health Clinics
8563,Rural Health Clinics
8564,Rural Health Clinics
8565,Rural Health Clinics
8566,Rural Health Clinics
8567,Rural Health Clinics
8568,Rural Health Clinics
8569,Rural Health Clinics
8570,Rural Health Clinics
8571,Rural Health Clinics
8572,Rural Health Clinics
8573,Rural Health Clinics
8574,Rural Health Clinics
8575,Rural Health Clinics
8576,Rural Health Clinics
8577,Rural Health Clinics
8578,Rural Health Clinics
8579,Rural Health Clinics
8580,Rural Health Clinics
8581,Rural Health Clinics
8582,Rural Health Clinics
8583,Rural Health Clinics
8584,Rural Health Clinics
8585,Rural Health Clinics
8586,Rural Health Clinics
8587,Rural Health Clinics
8588,Rural Health Clinics
8589,Rural Health Clinics
8590,Rural Health Clinics
8591,Rural Health Clinics
8592,Rural Health Clinics
8593,Rural Health Clinics
8594,Rural Health Clinics
8595,Rural Health Clinics
8596,Rural Health Clinics
8597,Rural Health Clinics
8598,Rural Health Clinics
8599,Rural Health Clinics
